calories,carbs,category,fat,nutrition,protein,rating,reviewCount,source,title,url
416,34,Desserts,30,"{'@type': 'NutritionInformation', 'calories': ' 416 calories', 'fatContent': '30g fat (17g saturated fat)', 'cholesterolContent': '115mg cholesterol', 'sodiumContent': '274mg sodium', 'carbohydrateContent': '34g carbohydrate (25g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '6g protein.'}",6,5,1,taste_of_home,Instant Pot Chocolate Chip Cheesecake,https://www.tasteofhome.com/recipes/instant-pot-chocolate-chip-cheesecake/
360,25,Dinner,22,"{'@type': 'NutritionInformation', 'calories': ' 360 calories', 'fatContent': '22g fat (9g saturated fat)', 'cholesterolContent': '47mg cholesterol', 'sodiumContent': '1119mg sodium', 'carbohydrateContent': '25g carbohydrate (4g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '16g protein. '}",16,5,4,taste_of_home,Bacon-Wrapped Hot Dogs,https://www.tasteofhome.com/recipes/bacon-wrapped-hot-dogs/
98,2,Dinner,4,"{'@type': 'NutritionInformation', 'calories': ' 98 calories', 'fatContent': '4g fat (1g saturated fat)', 'cholesterolContent': '93mg cholesterol', 'sodiumContent': '196mg sodium', 'carbohydrateContent': '2g carbohydrate (1g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '13g protein.  <B><b>Diabetic Exchanges</b>: </B>2 lean meat'}",13,5,4,taste_of_home,Grilled Lime-Teriyaki Shrimp,https://www.tasteofhome.com/recipes/grilled-lime-teriyaki-shrimp/
82,5,Appetizers,7,"{'@type': 'NutritionInformation', 'calories': ' 82 calories', 'fatContent': '7g fat (1g saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '85mg sodium', 'carbohydrateContent': '5g carbohydrate (1g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '1g protein.  <B><b>Diabetic Exchanges</b>: </B>1-1/2 fat.'}",1,5,24,taste_of_home,Avocado Salsa,https://www.tasteofhome.com/recipes/avocado-salsa/
377,4,Dinner,20,"{'@type': 'NutritionInformation', 'calories': ' 377 calories', 'fatContent': '20g fat (5g saturated fat)', 'cholesterolContent': '122mg cholesterol', 'sodiumContent': '1067mg sodium', 'carbohydrateContent': '4g carbohydrate (3g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '39g protein. '}",39,4.806452,31,taste_of_home,Can-Can Chicken,https://www.tasteofhome.com/recipes/can-can-chicken/
33,6,Appetizers,0,"{'@type': 'NutritionInformation', 'calories': ' 33 calories', 'fatContent': '0 fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '118mg sodium', 'carbohydrateContent': '6g carbohydrate (1g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '1g protein.  <B><b>Diabetic Exchanges</b>: </B>1/2 starch.'}",1,4.826087,23,taste_of_home,Corn 'n' Black Bean Salsa,https://www.tasteofhome.com/recipes/corn-n-black-bean-salsa/
49,11,Appetizers,0,"{'@type': 'NutritionInformation', 'calories': ' 49 calories', 'fatContent': '0 fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '180mg sodium', 'carbohydrateContent': '11g carbohydrate (9g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '1g protein.  <B><b>Diabetic Exchanges</b>: </B>1/2 starch.'}",1,5,1,taste_of_home,Sweet & Smoky Salsa,https://www.tasteofhome.com/recipes/sweet-smoky-salsa/
404,29,Lunch,19,"{'@type': 'NutritionInformation', 'calories': ' 404 calories', 'fatContent': '19g fat (9g saturated fat)', 'cholesterolContent': '85mg cholesterol', 'sodiumContent': '718mg sodium', 'carbohydrateContent': '29g carbohydrate (7g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '27g protein. '}",27,5,1,taste_of_home,Chili-Cheese Burgers,https://www.tasteofhome.com/recipes/chili-cheese-burgers/
51,4,Appetizers,3,"{'@type': 'NutritionInformation', 'calories': ' 51 calories', 'fatContent': '3g fat (1g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '84mg sodium', 'carbohydrateContent': '4g carbohydrate (0 sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein. '}",2,4.8125,16,taste_of_home,Taco Pinwheels,https://www.tasteofhome.com/recipes/taco-pinwheels/
32,8,Appetizers,0,"{'@type': 'NutritionInformation', 'calories': ' 32 calories', 'fatContent': '0 fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '42mg sodium', 'carbohydrateContent': '8g carbohydrate (7g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '1g protein. <b>Diabetic Exchanges</b>: 1/2 starch.'}",1,5,2,taste_of_home,Spicy Watermelon Salsa,https://www.tasteofhome.com/recipes/spicy-watermelon-salsa/
335,7,Dinner,20,"{'@type': 'NutritionInformation', 'calories': ' 335 calories', 'fatContent': '20g fat (4g saturated fat)', 'cholesterolContent': '103mg cholesterol', 'sodiumContent': '563mg sodium', 'carbohydrateContent': '7g carbohydrate (6g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '31g protein. '}",31,4.7647057,17,taste_of_home,Caribbean Jerk Chicken,https://www.tasteofhome.com/recipes/caribbean-jerk-chicken/
384,70,Desserts,10,"{'@type': 'NutritionInformation', 'calories': ' 384 calories', 'fatContent': '10g fat (7g saturated fat)', 'cholesterolContent': '21mg cholesterol', 'sodiumContent': '223mg sodium', 'carbohydrateContent': '70g carbohydrate (50g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '3g protein. '}",3,4.9310346,58,taste_of_home,Blueberry Angel Dessert,https://www.tasteofhome.com/recipes/blueberry-angel-dessert/
159,1,Dinner,6,"{'@type': 'NutritionInformation', 'calories': ' 159 calories', 'fatContent': '6g fat (1g saturated fat)', 'cholesterolContent': '63mg cholesterol', 'sodiumContent': '248mg sodium', 'carbohydrateContent': '1g carbohydrate (0 sugars', 'fiberContent': '0 fiber)', 'proteinContent': '23g protein.  <B><b>Diabetic Exchanges</b>: </B>3 lean meat'}",23,5,9,taste_of_home,Herbed Barbecued Chicken,https://www.tasteofhome.com/recipes/herbed-barbecued-chicken/
18,4,Appetizers,0,"{'@type': 'NutritionInformation', 'calories': ' 18 calories', 'fatContent': '0 fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '131mg sodium', 'carbohydrateContent': '4g carbohydrate (2g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '1g protein. '}",1,5,6,taste_of_home,Chunky Salsa,https://www.tasteofhome.com/recipes/chunky-salsa/
348,35,Desserts,20,"{'@type': 'NutritionInformation', 'calories': ' 348 calories', 'fatContent': '20g fat (13g saturated fat)', 'cholesterolContent': '49mg cholesterol', 'sodiumContent': '305mg sodium', 'carbohydrateContent': '35g carbohydrate (22g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '4g protein. '}",4,4.742857,35,taste_of_home,Lemon Pudding Dessert,https://www.tasteofhome.com/recipes/lemon-pudding-dessert/
191,23,Desserts,10,"{'@type': 'NutritionInformation', 'calories': ' 191 calories', 'fatContent': '10g fat (6g saturated fat)', 'cholesterolContent': '40mg cholesterol', 'sodiumContent': '94mg sodium', 'carbohydrateContent': '23g carbohydrate (12g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3,4.733333,75,taste_of_home,Apple Caramel Cheesecake Bars,https://www.tasteofhome.com/recipes/apple-caramel-cheesecake-bars/
23,5,Appetizers,0,"{'@type': 'NutritionInformation', 'calories': ' 23 calories', 'fatContent': '0 fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '1mg sodium', 'carbohydrateContent': '5g carbohydrate (5g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '0 protein.  <B><b>Diabetic Exchanges</b>: </B>1/2 fruit.'}",0,5,1,taste_of_home,Quick Watermelon Salsa,https://www.tasteofhome.com/recipes/quick-watermelon-salsa/
56,6,Appetizers,3,"{'@type': 'NutritionInformation', 'calories': ' 56 calories', 'fatContent': '3g fat (2g saturated fat)', 'cholesterolContent': '7mg cholesterol', 'sodiumContent': '24mg sodium', 'carbohydrateContent': '6g carbohydrate (5g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1,4.9,10,taste_of_home,Marshmallow Fruit Dip,https://www.tasteofhome.com/recipes/marshmallow-fruit-dip/
497,67,Dinner,18,"{'@type': 'NutritionInformation', 'calories': ' 497 calories', 'fatContent': '18g fat (3g saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '803mg sodium', 'carbohydrateContent': '67g carbohydrate (5g sugars', 'fiberContent': '5g fiber)', 'proteinContent': '18g protein. '}",18,5,1,taste_of_home,Vegan Mac and Cheese,https://www.tasteofhome.com/recipes/vegan-mac-and-cheese/
186,39,"Desserts,Lunch",3,"{'@type': 'NutritionInformation', 'calories': ' 186 calories', 'fatContent': '3g fat (3g saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '26mg sodium', 'carbohydrateContent': '39g carbohydrate (38g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein.'}",1,5,1,taste_of_home,Circus Peanut Gelatin,https://www.tasteofhome.com/recipes/circus-peanut-gelatin/
241,19,Appetizers,14,"{'@type': 'NutritionInformation', 'calories': ' 241 calories', 'fatContent': '14g fat (5g saturated fat)', 'cholesterolContent': '23mg cholesterol', 'sodiumContent': '423mg sodium', 'carbohydrateContent': '19g carbohydrate (0 sugars', 'fiberContent': '1g fiber)', 'proteinContent': '10g protein.'}",10,4.580247,81,taste_of_home,Wonton Mozzarella Sticks,https://www.tasteofhome.com/recipes/wonton-mozzarella-sticks/
223,21,Appetizers,11,"{'@type': 'NutritionInformation', 'calories': ' 223 calories', 'fatContent': '11g fat (5g saturated fat)', 'cholesterolContent': '25mg cholesterol', 'sodiumContent': '406mg sodium', 'carbohydrateContent': '21g carbohydrate (1g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '9g protein.'}",9,5,1,taste_of_home,Air-Fryer Quesadillas,https://www.tasteofhome.com/recipes/air-fryer-quesadillas/
130,2,Appetizers,12,"{'@type': 'NutritionInformation', 'calories': ' 130 calories', 'fatContent': '12g fat (4g saturated fat)', 'cholesterolContent': '17mg cholesterol', 'sodiumContent': '318mg sodium', 'carbohydrateContent': '2g carbohydrate (0 sugars', 'fiberContent': '0 fiber)', 'proteinContent': '4g protein. '}",4,5,2,taste_of_home,Meatballs with Chimichurri Sauce,https://www.tasteofhome.com/recipes/meatballs-with-chimichurri-sauce/
797,27,Lunch,55,"{'@type': 'NutritionInformation', 'calories': ' 797 calories', 'fatContent': '55g fat (22g saturated fat)', 'cholesterolContent': '229mg cholesterol', 'sodiumContent': '1653mg sodium', 'carbohydrateContent': '27g carbohydrate (6g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '46g protein. '}",46,4.7727275,22,taste_of_home,Paul Bunyan Burgers,https://www.tasteofhome.com/recipes/paul-bunyan-burgers/
199,17,Appetizers,12,"{'@type': 'NutritionInformation', 'calories': ' 199 calories', 'fatContent': '12g fat (7g saturated fat)', 'cholesterolContent': '38mg cholesterol', 'sodiumContent': '314mg sodium', 'carbohydrateContent': '17g carbohydrate (6g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '7g protein. '}",7,4.875,24,taste_of_home,Hawaiian Cheese Bread,https://www.tasteofhome.com/recipes/hawaiian-cheese-bread/
314,25,Lunch,12,"{'@type': 'NutritionInformation', 'calories': ' 314 calories', 'fatContent': '12g fat (4g saturated fat)', 'cholesterolContent': '70mg cholesterol', 'sodiumContent': '557mg sodium', 'carbohydrateContent': '25g carbohydrate (0 sugars', 'fiberContent': '2g fiber)', 'proteinContent': '25g protein.  <B><b>Diabetic Exchanges</b>: </B>3 lean meat'}",25,5,4,taste_of_home,Zippy Burgers,https://www.tasteofhome.com/recipes/zippy-burgers/
97,0,Appetizers,9,"{'@type': 'NutritionInformation', 'calories': ' 97 calories', 'fatContent': '9g fat (2g saturated fat)', 'cholesterolContent': '21mg cholesterol', 'sodiumContent': '276mg sodium', 'carbohydrateContent': '0 carbohydrate (0 sugars', 'fiberContent': '0 fiber)', 'proteinContent': '4g protein. '}",4,4.928571,14,taste_of_home,Ham Salad Spread,https://www.tasteofhome.com/recipes/ham-salad-spread/
74,8,Appetizers,4,"{'@type': 'NutritionInformation', 'calories': ' 74 calories', 'fatContent': '4g fat (2g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '191mg sodium', 'carbohydrateContent': '8g carbohydrate (5g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein.'}",2,4.730769,78,taste_of_home,Cranberry Sauce Meatballs,https://www.tasteofhome.com/recipes/cranberry-chili-meatballs/
135,2,Appetizers,13,"{'@type': 'NutritionInformation', 'calories': ' 135 calories', 'fatContent': '13g fat (3g saturated fat)', 'cholesterolContent': '17mg cholesterol', 'sodiumContent': '285mg sodium', 'carbohydrateContent': '2g carbohydrate (0 sugars', 'fiberContent': '0 fiber)', 'proteinContent': '3g protein. '}",3,5,1,taste_of_home,Lemon-Herb Olives with Goat Cheese,https://www.tasteofhome.com/recipes/lemon-herb-olives-with-goat-cheese/
86,8,Appetizers,4,"{'@type': 'NutritionInformation', 'calories': ' 86 calories', 'fatContent': '4g fat (1g saturated fat)', 'cholesterolContent': '15mg cholesterol', 'sodiumContent': '380mg sodium', 'carbohydrateContent': '8g carbohydrate (8g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '6g protein. '}",6,4.6666665,36,taste_of_home,Glazed Chicken Wings,https://www.tasteofhome.com/recipes/glazed-chicken-wings/
310,39,Desserts,17,"{'@type': 'NutritionInformation', 'calories': ' 310 calories', 'fatContent': '17g fat (10g saturated fat)', 'cholesterolContent': '49mg cholesterol', 'sodiumContent': '195mg sodium', 'carbohydrateContent': '39g carbohydrate (22g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '3g protein. '}",3,5,1,taste_of_home,Marshmallow Raspberry Pie,https://www.tasteofhome.com/recipes/marshmallow-raspberry-pie/
615,86,Desserts,28,"{'@type': 'NutritionInformation', 'calories': ' 615 calories', 'fatContent': '28g fat (8g saturated fat)', 'cholesterolContent': '8mg cholesterol', 'sodiumContent': '318mg sodium', 'carbohydrateContent': '86g carbohydrate (46g sugars', 'fiberContent': '5g fiber)', 'proteinContent': '6g protein. '}",6,4.8461537,13,taste_of_home,Berry-Apple-Rhubarb Pie,https://www.tasteofhome.com/recipes/berry-apple-rhubarb-pie/
21,1,Appetizers,2,"{'@type': 'NutritionInformation', 'calories': ' 21 calories', 'fatContent': '2g fat (1g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '40mg sodium', 'carbohydrateContent': '1g carbohydrate (0 sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1,5,3,taste_of_home,Spanakopita Bites,https://www.tasteofhome.com/recipes/spanakopita-bites/
285,26,Lunch,6,"{'@type': 'NutritionInformation', 'calories': ' 285 calories', 'fatContent': '6g fat (0 saturated fat)', 'cholesterolContent': '35mg cholesterol', 'sodiumContent': '411mg sodium', 'carbohydrateContent': '26g carbohydrate (0 sugars', 'fiberContent': '0 fiber)', 'proteinContent': '33g protein.  <B><b>Diabetic Exchanges</b>: </B>4 lean meat'}",33,5,1,taste_of_home,Turkey Burgers,https://www.tasteofhome.com/recipes/turkey-burgers/
906,132,Desserts,39,"{'@type': 'NutritionInformation', 'calories': ' 906 calories', 'fatContent': '39g fat (12g saturated fat)', 'cholesterolContent': '19mg cholesterol', 'sodiumContent': '346mg sodium', 'carbohydrateContent': '132g carbohydrate (76g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '7g protein. '}",7,5,4,taste_of_home,Cinnamon Apple Dumplings,https://www.tasteofhome.com/recipes/cinnamon-apple-dumplings/
366,17,Dinner,23,"{'@type': 'NutritionInformation', 'calories': ' 366 calories', 'fatContent': '23g fat (13g saturated fat)', 'cholesterolContent': '164mg cholesterol', 'sodiumContent': '981mg sodium', 'carbohydrateContent': '17g carbohydrate (3g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '23g protein. '}",23,4.5,26,taste_of_home,Blend of the Bayou,https://www.tasteofhome.com/recipes/blend-of-the-bayou/
147,4,Appetizers,10,"{'@type': 'NutritionInformation', 'calories': ' 147 calories', 'fatContent': '10g fat (6g saturated fat)', 'cholesterolContent': '32mg cholesterol', 'sodiumContent': '461mg sodium', 'carbohydrateContent': '4g carbohydrate (3g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '11g protein. '}",11,5,1,taste_of_home,Chili con Queso Dip,https://www.tasteofhome.com/recipes/chili-con-queso-dip/
81,2,Appetizers,6,"{'@type': 'NutritionInformation', 'calories': ' 81 calories', 'fatContent': '6g fat (3g saturated fat)', 'cholesterolContent': '17mg cholesterol', 'sodiumContent': '252mg sodium', 'carbohydrateContent': '2g carbohydrate (1g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '5g protein. '}",5,5,1,taste_of_home,Cheesy Sausage Dip,https://www.tasteofhome.com/recipes/cheesy-sausage-dip/
436,73,Desserts,16,"{'@type': 'NutritionInformation', 'calories': ' 436 calories', 'fatContent': '16g fat (7g saturated fat)', 'cholesterolContent': '14mg cholesterol', 'sodiumContent': '242mg sodium', 'carbohydrateContent': '73g carbohydrate (43g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3,5,5,taste_of_home,Cherry Almond Pie,https://www.tasteofhome.com/recipes/cherry-almond-pie/
763,81,Desserts,45,"{'@type': 'NutritionInformation', 'calories': ' 763 calories', 'fatContent': '45g fat (24g saturated fat)', 'cholesterolContent': '201mg cholesterol', 'sodiumContent': '448mg sodium', 'carbohydrateContent': '81g carbohydrate (62g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '11g protein. '}",11,5,1,taste_of_home,Cookie Ice Cream Pie,https://www.tasteofhome.com/recipes/cookie-ice-cream-pie/
181,21,Side Dishes,10,"{'@type': 'NutritionInformation', 'calories': ' 181 calories', 'fatContent': '10g fat (6g saturated fat)', 'cholesterolContent': '22mg cholesterol', 'sodiumContent': '316mg sodium', 'carbohydrateContent': '21g carbohydrate (2g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '4g protein. '}",4,4.923077,13,taste_of_home,Grandpa's Party Potatoes,https://www.tasteofhome.com/recipes/grandpa-s-party-potatoes/
530,66,Desserts,28,"{'@type': 'NutritionInformation', 'calories': ' 530 calories', 'fatContent': '28g fat (9g saturated fat)', 'cholesterolContent': '40mg cholesterol', 'sodiumContent': '409mg sodium', 'carbohydrateContent': '66g carbohydrate (45g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '8g protein. '}",8,5,1,taste_of_home,Caramel Apple Pizza,https://www.tasteofhome.com/recipes/caramel-apple-pizza/
111,17,Desserts,5,"{'@type': 'NutritionInformation', 'calories': ' 111 calories', 'fatContent': '5g fat (1g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '59mg sodium', 'carbohydrateContent': '17g carbohydrate (10g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '2g protein. '}",2,4.223881,67,taste_of_home,Brownie Crackles,https://www.tasteofhome.com/recipes/brownie-crackles/
362,49,Desserts,17,"{'@type': 'NutritionInformation', 'calories': ' 362 calories', 'fatContent': '17g fat (10g saturated fat)', 'cholesterolContent': '77mg cholesterol', 'sodiumContent': '549mg sodium', 'carbohydrateContent': '49g carbohydrate (18g sugars', 'fiberContent': '6g fiber)', 'proteinContent': '8g protein.'}",8,5,1,taste_of_home,Whole Wheat Strawberry Shortcakes,https://www.tasteofhome.com/recipes/whole-wheat-strawberry-shortcakes/
275,38,Desserts,11,"{'@type': 'NutritionInformation', 'calories': ' 275 calories', 'fatContent': '11g fat (5g saturated fat)', 'cholesterolContent': '94mg cholesterol', 'sodiumContent': '306mg sodium', 'carbohydrateContent': '38g carbohydrate (24g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '6g protein. '}",6,4.827586,29,taste_of_home,Easy Pumpkin Pie,https://www.tasteofhome.com/recipes/easy-pumpkin-pie/
269,22,Dinner,14,"{'@type': 'NutritionInformation', 'calories': ' 269 calories', 'fatContent': '14g fat (7g saturated fat)', 'cholesterolContent': '49mg cholesterol', 'sodiumContent': '755mg sodium', 'carbohydrateContent': '22g carbohydrate (3g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '14g protein. '}",14,4.83871,31,taste_of_home,Artichoke Spinach Lasagna,https://www.tasteofhome.com/recipes/artichoke-spinach-lasagna/
51,8,Desserts,2,"{'@type': 'NutritionInformation', 'calories': ' 51 calories', 'fatContent': '2g fat (1g saturated fat)', 'cholesterolContent': '4mg cholesterol', 'sodiumContent': '19mg sodium', 'carbohydrateContent': '8g carbohydrate (6g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '2g protein.  <B><b>Diabetic Exchanges</b>: </B>1/2 starch.'}",2,5,3,taste_of_home,Berry White Ice Pops,https://www.tasteofhome.com/recipes/berry-white-ice-pops/
459,64,Desserts,22,"{'@type': 'NutritionInformation', 'calories': ' 459 calories', 'fatContent': '22g fat (9g saturated fat)', 'cholesterolContent': '19mg cholesterol', 'sodiumContent': '174mg sodium', 'carbohydrateContent': '64g carbohydrate (26g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '5g protein. '}",5,5,4,taste_of_home,Frozen Banana Split Pie,https://www.tasteofhome.com/recipes/frozen-banana-split-pie/
468,26,Dinner,27,"{'@type': 'NutritionInformation', 'calories': ' 468 calories', 'fatContent': '27g fat (14g saturated fat)', 'cholesterolContent': '104mg cholesterol', 'sodiumContent': '1064mg sodium', 'carbohydrateContent': '26g carbohydrate (3g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '28g protein. '}",28,5,4,taste_of_home,Acapulco Delight,https://www.tasteofhome.com/recipes/acapulco-delight/
312,44,Desserts,14,"{'@type': 'NutritionInformation', 'calories': ' 312 calories', 'fatContent': '14g fat (5g saturated fat)', 'cholesterolContent': '19mg cholesterol', 'sodiumContent': '215mg sodium', 'carbohydrateContent': '44g carbohydrate (31g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '4g protein. '}",4,5,1,taste_of_home,Berry Brownie Pizza,https://www.tasteofhome.com/recipes/berry-brownie-pizza/
